bib number,age,gender,split time (s),final time (s)
20841,41,M,6098,14462
21973,46,M,7115,14462
25174,46,M,6976,14462
29582,40,M,7093,14463
41151,48,M,6505,14463
41950,30,M,6240,14463
18363,35,M,6796,14463
24475,28,M,6399,14463
22056,43,M,6744,14464
43949,58,M,6495,14464
21168,47,W,6544,14464
27171,36,W,7084,14465
12802,41,M,5856,14465
25799,36,M,6220,14465
41685,62,M,6654,14465
14726,48,W,6671,14466
29573,39,M,6787,14466
23841,34,M,6508,14466
27361,33,W,6976,14466
22161,43,M,6480,14466
18797,31,M,6264,14466
48664,44,W,6528,14467
34597,53,M,7033,14467
33361,41,M,6578,14467
32554,36,M,6446,14467
33184,34,M,6572,14467
33792,44,M,6174,14467
22258,42,M,6715,14468
12304,54,M,6681,14468
41419,35,M,7047,14469
12253,48,M,6965,14469
25523,41,M,6519,14469
49113,37,M,6326,14469
42333,53,M,6752,14470
18146,42,M,6898,14470
31115,47,M,6624,14470
12712,37,W,7053,14471
37169,38,M,5899,14471
12692,27,M,6599,14471
26301,46,M,6599,14472
46353,49,W,6734,14473
48717,46,M,6243,14473
32645,50,M,6466,14473
24649,26,M,6222,14474
28402,29,M,6426,14474
32642,33,M,6438,14474
38013,49,M,6587,14474
22386,49,M,6658,14474
23691,51,M,7173,14475
18950,54,M,6041,14475
47864,63,M,6732,14475
11188,42,M,6953,14475
28583,32,W,6497,14475
15643,39,W,6990,14475
38552,36,M,6487,14475
20155,44,M,6470,14476
44941,40,M,6254,14476
42097,55,M,6471,14476
25887,30,M,6405,14476
26076,38,M,6283,14477
48253,33,M,6976,14478
30544,33,W,7003,14479
22947,42,M,6474,14479
34987,30,M,6555,14479
24885,40,M,6692,14479
46981,39,W,6543,14480
26645,36,M,6277,14480
30179,49,M,6244,14480
27825,44,M,6009,14481
41600,39,M,7073,14481
30645,40,M,7015,14481
12773,32,M,6268,14481
25005,32,M,6208,14481
25131,46,M,6531,14482
12355,29,M,6459,14483
27027,31,W,6354,14483
48626,62,M,6605,14483
47414,33,M,5815,14484
47758,38,M,7038,14484
42669,31,M,6329,14484
19743,32,M,6516,14485
27623,50,M,6579,14485
15233,36,M,6520,14485
17111,47,M,6363,14485
29506,28,M,6409,14485
32950,26,W,6703,14485
14610,38,M,6554,14485
30345,32,W,6278,14487
14042,42,M,6069,14487
49807,54,M,6603,14487
31753,39,M,6616,14487
31312,39,M,6503,14488
36748,47,M,7231,14488
43397,34,M,6310,14488
18161,43,M,6645,14489
38408,35,M,7225,14489
20667,23,W,6957,14490
19097,37,M,6626,14490
17769,31,M,6196,14491
42443,39,M,7004,14492
47026,40,M,6183,14492
18964,38,W,6785,14493
11855,40,M,6912,14494
13076,45,M,7038,14494
44476,56,M,6681,14494
12371,43,M,6553,14494
31123,43,M,6566,14494
25803,45,M,6810,14494
42305,44,M,6235,14495
16233,36,M,7226,14495
34983,28,M,5799,14496
49657,47,M,6901,14496
37020,30,M,6378,14496
31234,40,M,6690,14496
47591,33,M,6728,14496
27380,36,M,6694,14497
37409,54,M,6935,14497
33078,54,M,6493,14497
32989,53,M,6881,14498
12831,38,M,6500,14498
14706,43,M,6472,14499
23964,55,M,6708,14499
30788,45,M,6964,14500
20830,49,M,6056,14501
26613,38,M,6545,14501
40548,37,M,6010,14501
31112,48,M,6382,14502
35792,38,W,6400,14502
37855,46,W,7306,14503
13974,46,M,6587,14503
49699,35,M,6167,14504
26099,36,M,6342,14504
15527,51,M,6926,14504
45044,40,M,6558,14505
38695,26,M,6345,14505
39900,34,W,6490,14505
42907,43,M,6359,14505
18973,28,M,6630,14506
23630,51,M,6591,14506
46687,29,M,6604,14506
17901,22,W,6682,14507
32512,28,M,6274,14507
45369,40,M,7000,14508
41136,36,W,6388,14508
32276,41,M,6507,14508
28998,50,M,6191,14508
11153,49,M,6893,14508
20886,34,W,6570,14509
10283,48,W,6889,14509
36076,29,M,6511,14509
45197,23,W,6673,14509
37830,33,M,6745,14509
26496,28,W,7039,14509
43069,33,M,6192,14510
29124,27,M,6406,14510
40932,32,M,6255,14510
43231,42,M,6541,14510
26507,58,M,6671,14512
40977,25,M,6589,14512
40967,35,M,6930,14513
13823,32,M,6054,14514
16047,52,M,6966,14514
10368,55,M,6957,14514
35764,28,M,6488,14514
46746,41,M,6626,14515
16700,28,M,6128,14515
40229,39,M,6521,14515
48639,36,W,6546,14515
36988,50,M,7212,14516
27276,37,W,6722,14516
21249,41,M,6462,14517
10814,48,M,6743,14517
34857,43,M,6400,14517
40364,32,M,5864,14517
24788,23,M,5976,14518
13834,45,M,6311,14518
21172,34,M,6476,14518
47834,43,M,7242,14519
46514,57,M,6121,14519
23752,34,W,6714,14519
30474,36,M,6193,14519
39310,45,M,6330,14519
31744,49,M,7057,14519
30668,56,M,6441,14520
47256,43,M,7044,14520
30263,42,M,5984,14520
37246,41,M,7090,14521
44459,27,M,6535,14521
32061,39,M,6377,14521
42015,29,M,6335,14522
18609,43,M,6765,14522
19525,40,W,6511,14523
30684,43,M,6992,14523
20555,50,M,6727,14523
25528,37,M,7163,14524
30240,33,M,6425,14524
16487,46,M,6441,14524
26441,33,M,6402,14525
26904,40,M,6121,14525
42343,37,M,6417,14525
35684,32,M,6931,14526
45523,37,M,6555,14526
28414,43,M,7131,14527
15896,33,W,6653,14527
30397,49,M,6874,14527
43850,36,M,6336,14528
26619,42,M,6393,14529
35123,61,M,6883,14530
13463,48,M,6159,14530
46603,33,M,6097,14530
42484,32,M,6900,14531
33359,44,M,6503,14531
34752,42,W,6391,14531
13847,29,W,6579,14533
32315,51,M,6325,14533
10597,24,W,6444,14533
41724,38,M,6538,14533
34718,38,M,6452,14533
29437,26,W,6282,14533
29840,45,M,6307,14533
15399,47,W,6496,14534
41273,45,M,6625,14534
25568,38,M,6291,14535
11416,46,M,6666,14535
26063,31,M,6677,14535
26695,36,M,6721,14535
41096,40,M,6505,14536
31167,48,M,6437,14536
36065,44,M,6394,14536
17580,47,M,6507,14537
43522,20,M,6686,14537
38606,35,M,6511,14537
38953,46,W,6796,14537
36588,41,W,6788,14537
11236,35,M,6937,14538
30700,37,M,6432,14538
15245,47,W,7095,14539
10389,49,M,6477,14540
31455,29,M,7064,14540
32283,35,M,6516,14540
14784,42,W,6787,14540
36695,37,M,6800,14541
37415,45,M,6119,14541
25732,51,M,6289,14541
34215,40,W,6576,14541
21096,43,M,6310,14542
25431,41,M,6460,14542
36767,36,M,5828,14542
31142,42,W,6259,14543
28794,24,M,6166,14543
23182,23,M,6499,14544
25120,38,M,6446,14544
35717,54,M,6576,14544
24604,59,M,6395,14544
39070,35,M,6726,14544
35858,26,W,6548,14544
44591,49,M,6802,14544
21216,41,M,6415,14545
17276,39,M,6289,14545
37265,29,M,6374,14545
14507,48,M,6486,14545
33624,43,M,6088,14546
43769,42,M,6292,14547
48537,29,W,6730,14547
44160,37,W,7028,14547
31321,38,M,6411,14547
27171,40,W,6789,14547
17392,36,M,6269,14547
34611,29,M,6462,14548
33622,46,M,6757,14549
14058,43,W,6785,14551
21645,50,M,6743,14551
35703,37,W,6368,14552
48903,47,M,6620,14552
35726,50,M,6004,14553
34149,31,M,6666,14553
22250,22,M,6446,14554
49553,28,M,6428,14554
17160,43,M,6514,14555
11502,24,M,6544,14555
12399,42,M,6507,14556
44804,35,M,6326,14556
11688,29,W,6739,14556
43939,37,M,6829,14556
49427,40,M,6832,14557
43135,33,M,6313,14557
15875,46,M,6512,14558
14308,37,M,6199,14559
33253,35,M,6794,14560
43195,41,W,6660,14560
31375,45,M,6625,14560
38286,55,M,6749,14561
27315,31,M,6320,14561
28585,51,W,6352,14561
37371,39,M,6748,14562
23392,40,M,6970,14562
13077,32,M,6239,14563
17412,49,M,6994,14563
17825,49,M,6177,14564
12081,42,M,6836,14564
49246,36,W,6548,14564
16557,44,W,6766,14565
17671,40,M,6173,14565
38469,61,M,5961,14565
16026,40,M,6260,14565
18729,52,M,6666,14565
31931,56,M,6250,14566
16669,42,M,6176,14567
43162,35,M,6636,14567
28823,48,M,6680,14568
25590,61,M,6722,14568
18692,29,M,5694,14569
20645,50,W,6730,14569
41098,47,M,6262,14569
18833,50,W,6487,14569
12276,46,M,7034,14570
10372,37,M,6334,14570
42420,39,M,5877,14571
42771,26,M,6471,14571
32651,30,W,6093,14571
38165,59,M,6759,14571
44762,42,M,7017,14571
43674,40,M,6171,14572
14353,51,M,6270,14572
37483,39,W,6541,14572
34191,28,W,6782,14572
46027,57,M,5953,14572
19133,38,M,5911,14572
46866,55,W,7098,14572
45478,32,M,6133,14572
14058,40,M,6744,14572
16838,32,M,6705,14573
38083,38,W,6730,14573
22386,36,M,6540,14573
30307,37,W,6581,14574
20587,44,M,6699,14574
11152,37,M,6465,14574
31807,42,M,6315,14574
31498,50,M,6388,14575
15542,44,M,7230,14575
17869,34,M,5727,14575
20419,55,M,6952,14576
32425,40,M,6793,14576
32929,30,M,7326,14577
10079,49,M,6478,14577
44599,30,W,6720,14578
12215,44,M,6635,14578
23701,42,W,7100,14578
33015,34,M,6476,14579
27728,40,M,6555,14579
46721,24,M,6797,14579
25854,27,M,6338,14579
24811,36,M,6828,14579
11335,56,M,6197,14580
38781,34,M,6910,14580
28445,30,W,6823,14581
36108,51,M,6186,14582
23593,35,W,6615,14582
33624,43,M,6631,14582
30946,46,M,6739,14583
46461,42,M,7119,14583
49134,38,M,6334,14584
12371,35,M,6147,14584
21251,34,M,6103,14584
39200,43,M,6499,14584
37624,33,W,6635,14585
48947,48,M,6563,14585
39536,37,M,6042,14586
44385,52,M,6999,14587
45076,38,W,6505,14587
37181,22,M,5846,14588
15417,39,M,6596,14588
34128,36,M,6975,14588
36016,58,M,6791,14588
11420,39,W,6337,14590
35214,33,M,6487,14591
40625,45,M,6580,14591
26343,33,M,7066,14591
17186,38,M,6701,14592
48984,39,M,6276,14592
43204,56,M,6659,14594
35502,35,W,6652,14594
37071,29,M,6891,14594
19958,46,W,6227,14595
43758,43,M,7135,14595
38957,20,M,6087,14595
23686,35,M,6376,14595
33982,34,W,7170,14596
49367,41,M,6507,14596
37972,26,W,6557,14596
20589,45,W,6495,14597
31230,43,M,7058,14597
33769,28,W,6773,14598
22138,29,M,6397,14598
27609,45,M,6379,14598
25593,33,M,6902,14598
15649,38,M,6104,14598
48004,39,W,6832,14599
34430,41,M,6287,14599
46623,49,M,6501,14599
20028,35,W,6519,14599
49356,39,W,6522,14599
33913,40,M,6478,14599
11255,40,W,7172,14600
45995,31,M,5788,14601
18061,56,M,7038,14601
24758,43,W,6660,14601
21261,27,M,6959,14601
13285,34,M,6628,14602
30150,55,M,6289,14602
38485,31,W,6744,14602
37777,29,W,6463,14602
29761,40,M,6226,14602
40970,63,M,6430,14603
29329,28,W,6584,14604
37871,51,M,6567,14604
33483,49,M,6938,14604
41950,32,M,6699,14604
34412,68,W,6447,14605
20697,42,M,6936,14605
37527,34,M,6923,14605
45737,25,W,6591,14606
29979,40,W,6848,14606
11751,31,M,6506,14607
34730,44,M,6592,14607
38545,28,M,7095,14607
19256,50,M,6596,14608
35647,45,M,6497,14608
40706,32,M,6633,14609
36678,52,M,6703,14609
27584,53,M,6570,14610
31987,41,M,6277,14610
17418,36,M,6118,14610
28857,39,M,6530,14610
15242,33,M,6422,14610
49709,50,M,6954,14610
22431,31,M,6894,14611
26044,27,W,6652,14611
39966,50,M,6422,14611
30923,42,M,6740,14611
39770,30,M,6505,14611
43597,42,W,6709,14611
17547,28,W,6477,14613
28275,33,M,6476,14613
35278,31,M,6452,14613
28421,66,M,6483,14613
38571,27,W,6563,14615
24988,47,W,6734,14615
16756,35,M,6603,14616
40115,45,M,6368,14616
41459,37,M,6545,14617
33199,32,M,6710,14617
31163,26,M,6788,14617
27025,38,M,6651,14617
32151,42,M,6498,14617
28045,41,M,6891,14617
17292,28,M,6168,14617
37191,24,M,6999,14617
39338,42,M,6158,14617
22400,26,W,6846,14618
12598,46,W,7058,14618
18413,43,M,6568,14618
14787,46,W,6712,14618
39598,64,M,6919,14619
13826,37,M,6047,14619
49270,42,M,6523,14620
29274,46,M,6664,14620
32507,39,M,7119,14621
16806,46,M,6607,14622
31207,35,M,6564,14622
14208,25,M,6844,14622
15770,41,M,6742,14623
33013,34,M,6495,14623
18995,28,M,6280,14623
21540,43,M,6454,14623
37753,33,M,6609,14623
30868,50,W,6701,14624
32225,32,M,6273,14624
49194,50,W,6178,14625
32415,35,M,7038,14625
39999,44,M,6401,14625
39570,40,M,6471,14625
17627,32,W,6857,14626
12758,46,M,6818,14626
48255,47,M,6149,14626
29426,36,M,6382,14626
39535,46,M,6618,14627
32532,50,M,6540,14627
39583,34,M,6266,14627
41000,41,M,6230,14627
38831,38,W,7191,14629
25481,33,M,6716,14629
25007,40,M,6459,14629
44702,38,M,7094,14629
37369,40,M,6530,14629
11683,25,W,6689,14630
37070,39,M,5917,14630
46028,37,M,6481,14630
13611,33,M,6820,14630
24537,58,M,7042,14630
20820,25,M,6946,14630
37664,47,M,6356,14630
15212,51,M,6459,14630
48867,35,M,6573,14631
21440,50,M,6739,14631
21210,40,W,6503,14632
44061,42,W,6369,14633
14372,44,M,6638,14633
44450,34,M,6652,14633
18490,27,W,6774,14633
25206,54,M,7207,14633
13562,42,M,6425,14634
38518,30,W,6715,14635
27619,36,M,6376,14635
21385,41,M,6367,14636
28083,35,M,6445,14636
22967,40,M,6830,14636
43128,38,M,6943,14636
36745,49,M,6664,14637
14038,45,W,6583,14637
18447,30,W,6943,14637
24551,57,M,6633,14637
33407,34,M,6527,14638
20821,25,W,6523,14638
30173,24,W,6962,14639
38673,42,M,6463,14639
29530,29,M,7027,14639
32584,27,W,6567,14639
30614,32,W,6337,14639
27661,34,M,6511,14639
30176,37,M,6123,14639
34345,18,M,7055,14640
21426,41,W,6321,14640
37097,43,M,6232,14640
49469,38,M,6433,14641
20536,40,W,6833,14641
35090,53,M,6542,14641
42486,40,M,6791,14641
41273,33,M,5875,14641
27158,47,M,6660,14642
42034,40,M,6209,14643
11048,45,M,6624,14643
42540,44,M,6463,14643
37256,44,M,6141,14643
40334,27,W,6839,14644
33761,50,W,6576,14644
13534,43,W,6483,14644
33941,31,W,6653,14645
26131,33,M,6275,14645
47907,34,M,6354,14645
30936,52,W,6472,14646
41409,40,M,6772,14646
49167,55,W,6649,14646
23799,36,M,6343,14646
39434,46,M,6751,14647
28179,50,M,6544,14647
14793,40,M,7052,14647
39781,30,M,6200,14647
23895,45,M,6589,14648
22589,46,W,6818,14649
34728,53,M,6407,14649
35469,49,M,6453,14649
42287,49,M,6315,14650
49564,40,W,6328,14651
21684,38,M,6867,14651
30783,35,M,7128,14651
18135,46,M,6718,14651
36027,38,M,6446,14652
45898,39,M,6284,14652
16591,47,M,6658,14652
32339,43,M,6566,14652
12665,34,M,6689,14652
26860,33,M,6468,14652
18886,43,M,5545,14653
21019,39,M,6802,14653
35675,35,M,6680,14653
37914,37,M,6485,14654
27832,52,M,7127,14654
12605,58,M,5993,14654
15423,37,M,6605,14655
12775,54,M,6458,14656
43780,41,M,6290,14656
34608,46,M,6439,14656
18587,41,M,6423,14657
30703,41,M,6315,14657
38863,36,M,6331,14657
49540,32,W,6604,14658
36937,32,M,6924,14658
48298,42,M,6549,14658
15131,28,M,6312,14658
38548,49,M,6581,14659
33784,50,W,6707,14659
33314,27,W,6447,14659
26621,41,M,6417,14661
10396,34,W,6668,14661
21228,20,M,6695,14661
10294,28,M,7016,14661
18600,56,M,6855,14662
22234,47,W,6600,14662
38926,34,M,6766,14663
23759,46,M,6392,14663
23529,59,M,6308,14664
45632,36,M,5687,14664
21991,58,M,6632,14664
10017,60,M,6760,14665
43597,36,W,7147,14665
10985,57,M,6603,14666
47026,40,M,7198,14667
42873,36,M,6768,14667
32732,28,W,6847,14668
48721,30,M,6443,14668
14090,37,M,6845,14670
15834,45,M,6489,14670
38718,51,M,6589,14670
22147,54,M,6625,14671
46972,33,M,6900,14671
44221,57,M,6336,14671
46921,40,M,6611,14671
18357,39,M,6562,14671
40088,24,M,5726,14671
27786,51,M,6495,14672
26516,26,M,6402,14672
12107,50,M,5937,14672
49437,67,M,6637,14672
10041,27,M,6394,14672
24396,40,W,6621,14672
45797,59,M,6784,14673
38707,37,W,6427,14673
16084,33,W,6612,14674
31306,37,M,7063,14674
20614,53,M,6741,14675
37277,51,M,6633,14675
44170,25,M,6603,14675
18776,48,M,6523,14675
42705,35,W,6532,14676
43875,46,M,7095,14676
39763,43,M,6987,14677
31216,38,M,6840,14677
14254,52,M,6693,14677
25661,27,M,6295,14677
39812,49,W,6556,14678
18038,29,M,6338,14678
41983,29,M,5778,14678
14082,49,M,6504,14678
23715,34,W,6413,14679
34996,25,W,6661,14679
23598,42,M,6518,14679
19039,39,W,6509,14679
12602,49,M,6777,14680
31386,39,M,6373,14681
42301,33,M,6591,14681
16364,46,M,6461,14681
41367,60,M,6635,14681
12688,43,M,6373,14681
18824,35,W,6530,14682
21388,43,M,6321,14682
16195,27,M,6642,14683
25944,39,M,6767,14683
38516,33,M,6753,14683
36668,35,M,5946,14684
11271,38,M,6995,14684
31176,24,M,6576,14684
12494,43,M,6695,14684
13530,31,M,6784,14685
35725,32,M,6647,14685
21932,31,M,6311,14685
15337,56,M,6319,14685
10042,41,W,6628,14685
23117,38,M,6183,14685
45679,32,W,6818,14686
31869,36,M,6519,14687
28083,33,M,6670,14687
22213,35,M,6593,14687
41096,42,M,6462,14687
17120,47,W,6683,14687
25711,50,W,6579,14688
47995,50,M,6215,14689
22509,49,W,6700,14689
32476,43,M,7021,14690
19566,33,W,6581,14691
28920,31,W,6617,14691
33113,30,W,6600,14692
42319,43,M,6792,14692
18111,29,M,6529,14692
22831,30,M,6297,14693
38115,44,M,6632,14693
20601,47,M,6400,14693
21649,62,M,6836,14693
17578,43,M,5966,14693
22702,38,M,6885,14693
31150,55,W,7090,14694
49780,56,M,6838,14694
34585,32,M,7127,14694
31133,42,M,6454,14694
32364,43,M,6768,14694
33535,43,W,6654,14695
38646,48,M,6352,14695
15576,33,M,6559,14695
34257,41,M,6345,14695
25596,31,M,6557,14695
23110,50,M,6541,14695
46820,42,M,6550,14695
17214,47,M,6433,14696
39559,50,M,6169,14696
34296,53,M,6971,14697
26036,47,M,6249,14697
31839,34,W,6652,14697
13949,35,M,6764,14697
22294,43,M,6267,14698
42866,21,M,6292,14698
38457,19,W,6519,14698
21615,25,W,6329,14699
21009,23,M,6380,14700
26159,24,W,6574,14700
34895,38,W,6755,14701
11726,57,M,6591,14701
17169,40,M,6517,14701
11985,22,M,6616,14702
25311,30,M,6590,14702
30478,39,M,6766,14702
21654,39,M,5951,14703
10776,31,W,6483,14703
39993,41,M,6586,14703
31038,41,M,6720,14703
34694,28,W,6690,14703
11427,57,W,7107,14703
21931,43,M,6540,14703
23348,38,M,6223,14704
45716,37,M,6493,14704
33345,45,M,6595,14704
32070,32,W,6669,14704
48127,30,M,6008,14704
40405,40,M,6483,14704
34105,48,M,6194,14704
26590,40,M,6610,14705
40100,37,M,6669,14705
23764,53,W,6580,14705
21319,35,W,6557,14705
32874,51,M,6367,14706
11931,56,M,6374,14706
21817,56,M,5812,14706
29465,46,M,7096,14706
11264,37,M,6286,14706
31274,41,M,6173,14707
10779,28,W,6506,14707
40291,45,W,6465,14707
36209,55,M,5826,14708
15421,40,W,6943,14708
34537,59,M,6557,14708
25627,57,M,6415,14708
49352,59,M,6444,14709
21727,30,W,6509,14709
44924,39,W,6880,14710
15522,37,W,7110,14710
31687,54,M,6589,14710
15126,37,M,6839,14710
11801,66,M,6527,14710
30463,40,M,6526,14711
48893,36,M,6196,14711
25881,51,M,6797,14711
37938,43,M,6895,14711
36639,32,W,6564,14713
32583,39,M,6345,14714
49726,34,M,6708,14714
32299,25,M,6808,14715
44790,43,M,6419,14715
45444,37,M,6687,14715
37310,39,M,6021,14716
28500,46,W,6609,14716
20996,47,M,6456,14716
29501,40,M,6188,14717
31267,55,M,6472,14717
26585,23,W,6588,14718
31739,43,W,6805,14718
26789,31,W,7143,14718
33043,36,M,6348,14718
24151,45,M,6776,14719
10395,51,W,6993,14719
23503,43,M,6382,14719
19711,36,M,6316,14719
38568,40,W,6244,14719
16518,39,W,6784,14720
45570,27,M,6409,14720
34612,44,M,6752,14721
38087,51,M,6428,14721
23649,52,M,6518,14721
30800,53,M,6558,14721
14105,30,M,6483,14722
44371,36,M,6180,14722
37781,51,M,6731,14722
45761,25,W,6499,14723
29448,29,M,6533,14723
47616,31,M,6651,14723
31234,31,M,6641,14723
27530,36,W,6906,14724
40125,39,W,7159,14724
37402,36,M,6647,14725
45307,35,M,6287,14725
37863,32,W,6233,14725
21989,43,M,6456,14726
12164,51,M,6464,14726
44503,43,W,6964,14726
30771,44,M,6432,14726
30798,53,M,6556,14727
29913,50,W,6622,14727
27982,47,M,5978,14727
28120,38,M,6570,14727
26629,33,M,6792,14728
43650,28,M,6500,14728
48307,41,M,6239,14729
20742,54,W,6948,14730
23391,39,M,6699,14730
23727,37,M,6320,14732
33965,61,M,6518,14732
23773,48,W,6354,14732
41863,42,M,6152,14733
28894,45,M,6466,14733
46787,31,M,6682,14733
18054,38,M,6661,14734
15514,28,M,6956,14734
30747,47,M,7213,14736
39607,38,M,6866,14736
42045,32,M,6776,14737
32826,40,M,6615,14737
32533,56,M,6691,14737
45313,34,M,6489,14737
27493,41,M,6560,14738
27940,46,M,6324,14738
46621,34,M,6538,14738
38906,53,M,6536,14738
37453,27,M,6553,14738
25873,30,M,6296,14738
30374,37,M,6721,14739
39003,39,M,6467,14739
40347,25,W,7139,14740
26963,46,M,6653,14740
38051,53,M,6227,14740
48109,26,M,6646,14741
24571,30,M,6719,14742
29808,44,M,6602,14742
37719,51,M,6645,14742
49036,33,M,6364,14742
27136,27,M,6762,14743
15050,53,M,6567,14744
42837,45,W,6994,14744
49457,48,M,6610,14745
30568,41,M,6747,14746
44557,40,M,6893,14746
47480,30,W,6643,14746
22620,26,W,6777,14747
19865,48,M,7171,14747
48728,48,M,7247,14748
47200,41,M,6296,14749
37658,47,M,6676,14749
24623,29,M,6651,14750
49712,30,W,7105,14750
40366,37,M,6749,14752
27703,51,M,6489,14752
27346,23,W,6449,14752
43686,52,W,7148,14752
34073,45,M,6089,14753
15699,26,M,6579,14753
47728,58,M,6396,14754
16715,39,W,6658,14754
45100,35,M,7024,14755
21222,47,W,6773,14755
31625,42,M,6325,14755
13933,28,W,6452,14755
16542,46,M,6587,14756
24249,29,M,6550,14756
30691,27,W,6296,14757
37276,26,M,6180,14758
28852,41,M,6925,14758
33316,40,M,6634,14758
44940,43,M,6587,14759
46960,52,M,6414,14759
34576,59,M,6888,14759
11433,36,M,6925,14760
45083,44,M,6648,14760
49363,39,M,6609,14760
37565,26,W,6642,14760
30548,44,M,6561,14760
